image_id,label_id,label_zh,label_en,mid,local_path,thumbnail_url,original_url,license,author,title,source_split,width,height,download_status
069dd1fac4645473,bird,鸟,Bird,/m/015p6,data/images/bird/069dd1fac4645473.jpg,https://c1.staticflickr.com/4/3488/3228096490_da25f6de54_z.jpg,https://farm4.staticflickr.com/3488/3228096490_075575906f_o.jpg,https://creativecommons.org/licenses/by/2.0/,Chadica,Flying kite,validation,64,64,failed
07b12cccb39c75a5,chair,椅子,Chair,/m/01mzpv,data/images/chair/07b12cccb39c75a5.jpg,https://c6.staticflickr.com/6/5554/14666148832_4479f7aeeb_z.jpg,https://farm6.staticflickr.com/5554/14666148832_11b358a683_o.jpg,https://creativecommons.org/licenses/by/2.0/,Jim Larrison,Flying in Style,validation,64,64,failed
07bb1574590ad7fd,chair,椅子,Chair,/m/01mzpv,data/images/chair/07bb1574590ad7fd.jpg,https://c6.staticflickr.com/4/3718/9449213968_657befa972_z.jpg,https://c6.staticflickr.com/4/3718/9449213968_bd158f68fa_o.jpg,https://creativecommons.org/licenses/by/2.0/,Robert Linsdell,"HMCS Haida, Hamilton (460233)",validation,64,64,failed
09d45c49c4adbae4,truck,卡车,Truck,/m/07r04,data/images/truck/09d45c49c4adbae4.jpg,https://c1.staticflickr.com/6/5601/15629500841_038e07085f_z.jpg,https://farm5.staticflickr.com/5601/15629500841_01d001eb50_o.jpg,https://creativecommons.org/licenses/by/2.0/,Moto &quot;Club4AG&quot; Miwa,TMS Oktoberbeast 2014,validation,64,64,failed
0a4052b537cc7e20,horse,马,Horse,/m/03k3r,data/images/horse/0a4052b537cc7e20.jpg,https://c5.staticflickr.com/4/3726/9487660804_3db98fee0f_z.jpg,https://farm1.staticflickr.com/3726/9487660804_64a8c040f9_o.jpg,https://creativecommons.org/licenses/by/2.0/,Doug Wertman,Buckin' In The Ozarks - Series 004 - 003,validation,64,64,failed
0d2eb362375d5d44,cat,猫,Cat,/m/01yrx,data/images/cat/0d2eb362375d5d44.jpg,https://c2.staticflickr.com/6/5204/5301953173_05ae8781c2_z.jpg,https://farm5.staticflickr.com/5204/5301953173_75bf6135bb_o.jpg,https://creativecommons.org/licenses/by/2.0/,dann toliver,&quot;Sookie!&quot;,validation,64,64,failed
0ff8dd7e1d0f6010,horse,马,Horse,/m/03k3r,data/images/horse/0ff8dd7e1d0f6010.jpg,https://c7.staticflickr.com/2/1244/944618180_47425a6e6e_z.jpg?zz=1,https://farm1.staticflickr.com/1244/944618180_c8e774e659_o.jpg,https://creativecommons.org/licenses/by/2.0/,Anderson Colla,Falta,validation,64,64,failed
122804d032b58390,motorcycle,摩托车,Motorcycle,/m/04_sv,data/images/motorcycle/122804d032b58390.jpg,https://c3.staticflickr.com/3/2173/2129245935_0e41291987_z.jpg,https://farm1.staticflickr.com/2173/2129245935_9a5cc04ef0_o.jpg,https://creativecommons.org/licenses/by/2.0/,Joe Stump,Who says scooter riders aren't hardcore?,validation,64,64,failed
16c34ed2d912946a,horse,马,Horse,/m/03k3r,data/images/horse/16c34ed2d912946a.jpg,https://c8.staticflickr.com/9/8619/16684136272_3ddd9fd655_z.jpg,https://c3.staticflickr.com/9/8619/16684136272_afdccd8c5c_o.jpg,https://creativecommons.org/licenses/by/2.0/,kartfamily,Finally warm enough to ride #Horses,validation,64,64,failed
177a89876068beb6,airplane,飞机,Airplane,/m/05czz6l,data/images/airplane/177a89876068beb6.jpg,https://c1.staticflickr.com/1/181/385408885_ac218059ff_z.jpg?zz=1,https://farm7.staticflickr.com/181/385408885_842f878d34_o.jpg,https://creativecommons.org/licenses/by/2.0/,Jerome Bon,Mauguio,validation,64,64,failed
1a91493d82d02f41,motorcycle,摩托车,Motorcycle,/m/04_sv,data/images/motorcycle/1a91493d82d02f41.jpg,https://c8.staticflickr.com/9/8305/7951307286_09b02899c2_z.jpg,https://farm2.staticflickr.com/8305/7951307286_2837d0b428_o.jpg,https://creativecommons.org/licenses/by/2.0/,tekaybe,Vespas in Rome,validation,64,64,failed
